Work ID,URL,Title,Authors,Fandoms,Language,Warnings,Ratings,Categories,Characters,Relationships,Tags,Words,Date Published,Date Updated,Chapters,Comments,Kudos,Bookmarks,Hits,Collections,Completion Status
43597281,https://archiveofourown.org/works/43597281,Farewell,HeXie02,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings;No Archive Warnings Apply,General Audiences,Gen;M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Original Liǔ Qīnggē;Qí Qīngqī;Mù Qīngfāng;Original Male Character(s);Original Female Character(s);Yuè Qīngyuán;Original Yuè Qīngyuán,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Original Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Cāng Qióng Mountain Sect Peak Lords & Shěn Jiǔ | Original Shěn Qīngqiū,Mentioned Shěn Yuán | Shěn Qīngqiū;Mentioned PIDW Verse;Mentioned SVSSS canon verse;Alternate Universe - Canon Divergence;Post-Canon;Shěn Jiǔ | Original Shěn Qīngqiū Deserves Happiness;Shěn Jiǔ | Original Shěn Qīngqiū Deserves Better;Shěn Jiǔ | Original Shěn Qīngqiū and Shěn Yuán | Shěn Qīngqiū are Not the Same Person;Break those chains Shen Jiu;Take your freedom to your hand;NOT Yuè Qīngyuán friendly;Not Qi Qingqi friendly;Not Mu Qingfang Friendly;Not Cang Qiong Mountain Sect Peak Lords Friendly;ONLY for Shen Jiu Enthusiast;I have decided Shen Yuan is the real scum in the SVSSS novel;No one can convince me otherwise,2772,2022.12.13,13 Dec 2022,1/3,48,411,126,2958,0,Incomplete
43603305,https://archiveofourown.org/works/43603305,Mile High Club,xpityx,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Original Liǔ Qīnggē;Original Liǔ Míngyān;Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé,Liǔ Qīnggē/Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,,1896,2022.12.13,13 Dec 2022,1/1,15,315,39,1862,0,Complete
43597581,https://archiveofourown.org/works/43597581,Fine Tuned Emotional Control,AceOfDivineChlorophyll,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Mature,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Jīnlán City (Scum Villain);Post-Endless Abyss (Scum Villain);Oblivious Shěn Yuán | Shěn Qīngqiū;He’s trying so;so hard to not admit his own feelings;Blackened Luò Bīnghé;Though he shows glimpses of White Lotus;Blood Parasites (Scum Villain);Non-Consensual Blood Drinking;Emotional Manipulation;Pre-Relationship;Fade to Black;Implied Old Huan Hua Palace Master not having a good day;Mind Manipulation,3728,2022.12.13,13 Dec 2022,1/1,42,757,138,4701,0,Complete
43530939,https://archiveofourown.org/works/43530939,"What was Left Unsaid in the Dead of Night, What was Revealed in the Light of Day",alicecrow6,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Teen And Up Audiences,F/F;M/M,Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū;Shàng Qīnghuá;Liǔ Míngyān;Shā Huálíng;Míng Fān (Scum Villain);Níng Yīngyīng;Gōngyí Xiāo;Luò Bīnghé,Shěn Jiǔ | Original Shěn Qīngqiū/Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū;Míng Fān & Shěn Yuán | Shěn Qīngqiū;Liǔ Míngyān/Shā Huálíng;Liǔ Míngyān & Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé & Shěn Yuán | Shěn Qīngqiū;Níng Yīngyīng & Shěn Yuán | Shěn Qīngqiū;Gōngyí Xiāo & Shěn Yuán | Shěn Qīngqiū,Original Shěn Qīngqiū and Shěn Yuán | Shěn Qīngqiū are Not the Same Person;Transmigrator Shěn Yuán | Shěn Qīngqiū;Disciple Shěn Yuán | Shěn Qīngqiū;Unhealthy Relationships;BAMF Shěn Yuán | Shěn Qīngqiū,5754,2022.12.10,29 Jul 2023,5/?,173,1354,297,13987,1,Incomplete
43549813,https://archiveofourown.org/works/43549813,of burnt out lamps & bitter water,grdenofavalon,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Not Rated,M/M,Mòběi-jūn;Shàng Qīnghuá,Mòběi-jūn/Shàng Qīnghuá,Sickfic;local demon realizes humans Aren’t meant for subzero temperatures;No beta we die like SQQ;Fluff;just so much fluff;Identity Reveal;ever be so sick you literally came out as being the god of your current world?;fevers won't stop me from writing moshang;Light Angst;sqh has nightmares from his death and (possible) death;but there's comfort afterwards its fine,6409,2022.12.13,13 Dec 2022,1/1,13,681,94,3858,0,Complete
43565563,https://archiveofourown.org/works/43565563,Is that... a Harry Potter reference?,justkillthetitan,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,General Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Mù Qīngfāng;Yuè Qīngyuán;Liǔ Qīnggē;Shàng Qīnghuá;Qí Qīngqī;Liǔ Míngyān;Níng Yīngyīng;Míng Fān (Scum Villain);Tiānláng-jūn;Original Child Character(s),Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē & Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē & Luò Bīnghé,Alternate Universe - Parents;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū Friendship;baby plant;Mild Angst;Attempt at Humor;Fluff;you don't need to read the other parts;reposting;because this wasn't showing up in my dash;idk - Freeform,3986,2022.12.11,11 Dec 2022,1/1,4,252,35,1322,0,Complete
43547593,https://archiveofourown.org/works/43547593,you know there's many ways that you can kill the one you love (the fastest way is never loving them enough),im_sevenn,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death;Rape/Non-Con,Not Rated,M/M,Original Luò Bīnghé;Original Shěn Qīngqiū,Original Shěn Qīngqiū/Original Luò Bīnghé,Hurt No Comfort;BingJiu - Freeform;Alternate Universe - Modern: No Powers,2840,2022.12.11,21 Dec 2022,2/2,29,444,50,3964,0,Complete
43515931,https://archiveofourown.org/works/43515931,In a Moment,Spindoctor,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death,Teen And Up Audiences,No category,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,,Alternate Universe - Canon Divergence;Immortal Alliance Conference (Scum Villain);Canon-Typical Violence,724,2022.12.09,09 Dec 2022,1/1,1,80,3,427,0,Complete
43479790,https://archiveofourown.org/works/43479790,"Chop thy hand (or so help me ""Great Master"")",imbxdateverything,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,No category,Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē,,Shěn Yuán | Shěn Qīngqiū Whump;without a cure;Protective Liǔ Qīnggē,754,2022.12.07,07 Dec 2022,1/1,5,49,2,420,0,Complete
43484539,https://archiveofourown.org/works/43484539,Rebirth,xpityx,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé,Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,Temporary Character Death;Resurrection,718,2022.12.07,07 Dec 2022,2/2,10,288,28,2098,0,Complete
43494612,https://archiveofourown.org/works/43494612,"The AU adventures of Hajime, Nagito, and Chiaki",Isekaid_Arsonist01,Dangan Ronpa - All Media Types;Dangan Ronpa: Trigger Happy Havoc;Super Dangan Ronpa 2;New Dangan Ronpa V3: Everyone's New Semester of Killing;Dangan Ronpa 3: The End of 希望ヶ峰学園 | The End of Kibougamine Gakuen | End of Hope's Peak High School;鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime);Tokyo Ghoul;Magia Record: Puella Magi Madoka Magica Side Story;Mahou Shoujo Madoka Magika | Puella Magi Madoka Magica;Lycoris Recoil (Anime);ようこそ実力至上主義の教室へ | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e | Classroom of the Elite (Anime);Assassination Classroom;神達に拾われた男 | Kami-tachi ni Hirowareta Otoko | By the Grace of the Gods (Anime);原神 | Genshin Impact (Video Game);人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;天官赐福 | Heaven Official's Blessing (Cartoon);Harry Potter - J. K. Rowling,English,Graphic Depictions Of Violence;No Archive Warnings Apply,Teen And Up Audiences,F/F;F/M;M/M;Multi,Hinata Hajime;Nanami Chiaki;Komaeda Nagito;Kamado Family (Kimetsu no Yaiba);Kamado Tanjirou;Kamado Nezuko;Koizumi Mahiru;Iruma Miu;Shinazugawa Genya;Demon Slayer Corps Hashira | Pillars;Demon Slayer Corps Ensemble (Kimetsu no Yaiba);Twelve Demon Moons Ensemble (Kimetsu no Yaiba);Hashibira Inosuke;Agatsuma Zenitsu;Tsuyuri Kanao;Kamukura Izuru;Other Character Tags to Be Added;Original Characters (Mentioned),Other Relationship Tags to Be Added;Hinata Hajime/Komaeda Nagito/Nanami Chiaki;Kamado Tanjirou/Tsuyuri Kanao;Agatsuma Zenitsu & Hashibira Inosuke & Kamado Tanjirou & Tsuyuri Kanao & Shinazugawa Genya;Hinata Hajime & Kamado Tanjirou;Komaeda Nagito & Nanami Chiaki,Crossover;Alternate Universe - Canon Divergence;Killing Game Was A Virtual Reality Simulation (Dangan Ronpa);Everyone Is Alive;Almost Everyone - Freeform;almost everyone is gay;Threesome - F/M/M;Polyamorous characters cuz I said so;There will be a lot of headcanons;OCs but they're only mentioned;They'll be important at one point;Maybe - Freeform;That'll take a hot minute;A lot of DR characters will only be mentioned from now on;Nagito and Chiaki are childhood besties cause I said so;Things are super calm on the first few chapters;It'll progressively get darker;I use AI to help me write some parts;otherwise;the chapters could go a little fast;Straight people exist I swear,496,2022.12.08,08 Dec 2022,1/?,1,10,1,214,0,Incomplete
43484610,https://archiveofourown.org/works/43484610,To The Walking Corpse,milktian,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,Gen,Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá;Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū's Family;Cāng Qióng Mountain Sect Peak Lords;Original Characters,Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē & Shàng Qīnghuá,Angst;Mystery;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū Friendship;Competent Shàng Qīnghuá;Protective Liǔ Qīnggē;Alternate Universe - Canon Divergence;Canon-Typical Violence;Original Character(s);Murder Mystery;Pre-Luo Binghe's Return;Helpful System (Scum Villain);Temporary Character Death;Not Beta Read,26582,2022.12.29,06 Mar 2023,11/?,48,306,60,4612,0,Incomplete
43490733,https://archiveofourown.org/works/43490733,The Purple Storm,Linboh0214,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù;人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;天官赐福 | Heaven Official's Blessing (Webcomic),English,Graphic Depictions Of Violence;Rape/Non-Con,Not Rated,F/F;F/M;M/M;Multi,Jiāng Chéng | Jiāng Wǎnyín;Jiāng Yànlí;Wèi Yīng | Wèi Wúxiàn;Jiāng Fēngmián;Yú Zǐyuān;Lán Zhàn | Lán Wàngjī;Lán Huàn | Lán Xīchén;Lán Yuàn | Lán Sīzhuī;Niè Míngjué;Niè Huáisāng;Wēn Xù;Original Characters;Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Jīn Zǐxuān;Mèng Yáo | Jīn Guāngyáo;Mentions of Wen Cao;mentions of Wen Ruohan - Character;Xiè Lián (Tiān Guān Cì Fú);Huā Chéng (Tiān Guān Cì Fú);Yan Wushi;Shen Qiao (Thousand Autumns),Jiāng Chéng | Jiāng Wǎnyín/Lán Huàn | Lán Xīchén;Jiāng Fēngmián/Yú Zǐyuān;Jiāng Yànlí/Jīn Zǐxuān;Lán Zhàn | Lán Wàngjī/Wèi Yīng | Wèi Wúxiàn;Jiāng Chéng | Jiāng Wǎnyín & Wèi Yīng | Wèi Wúxiàn;Jiāng Chéng | Jiāng Wǎnyín & Jiāng Yànlí & Wèi Yīng | Wèi Wúxiàn;Niè Míngjué/Wēn Xù;Lán Huàn | Lán Xīchén & Mèng Yáo | Jīn Guāngyáo & Niè Míngjué,Childhood Trauma;Bad Parenting;Child Neglect;Emotional/Psychological Abuse;Past Rape/Non-con;Rape Recovery;Attempted Rape/Non-Con;Rape Aftermath;Mpreg;Alpha/Beta/Omega Dynamics;Omega Jiāng Chéng | Jiāng Wǎnyín;jiang cheng deserves a hug;Bad Parent Jiāng Fēngmián;Bad Parent Yú Zǐyuān;Dysfunctional Family;Dysfunctional Relationships;Mutual Pining;One-Sided Attraction;One-Sided Relationship,5439,2022.12.09,20 Dec 2022,2/?,2,47,7,1028,0,Incomplete
43459393,https://archiveofourown.org/works/43459393,"for forgiveness, you could always pray",Space_Samurai,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Tiānláng-jūn,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū/Tiānláng-jūn,Oedipal Issues;Prince Luò Bīnghé;Concubine Shěn Yuán | Shěn Qīngqiū;Step-parents;Jealousy;Patricide;Lactation Kink;No Incest;Humor;Crack Treated Seriously,10690,2022.12.06,06 Jan 2023,3/3,204,2318,509,17438,1,Complete
43476174,https://archiveofourown.org/works/43476174,"fa la la la la, la la la la (chubmas 2022)",roxas_oxo13,Fire Emblem: Fuukasetsugetsu | Fire Emblem: Three Houses;僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia;人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;Haikyuu!!;Shingeki no Kyojin | Attack on Titan,English,No Archive Warnings Apply,Explicit,M/M,Ferdinand von Aegir;Hubert von Vestra;Bakugou Katsuki;Midoriya Izuku;Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Hinata Shouyou;Kageyama Tobio;Eren Yeager;Jean Kirstein;Todoroki Shouto;Felix Hugo Fraldarius;Sylvain Jose Gautier,Ferdinand von Aegir/Hubert von Vestra;Bakugou Katsuki/Midoriya Izuku;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Hinata Shouyou/Kageyama Tobio;Jean Kirstein/Eren Yeager;Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto;Felix Hugo Fraldarius/Sylvain Jose Gautier,Weight Gain;Belly Kink;Stuffing;Bulking;tight clothes;Fat Fucking;Modern AU;Burping;Trans Felix Hugo Fraldarius;Hand Feeding;Button Popping,10503,2022.12.07,25 Dec 2022,7/7,18,105,6,5304,0,Complete
43455088,https://archiveofourown.org/works/43455088,The You That I Forgot,IrisEvergreen,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Not Rated,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Yuè Qīngyuán;Original Cāng Qióng Mountain Sect Peak Lords | PIDW Cāng Qióng Mountain Sect Peak Lords;Qí Qīngqī;Liǔ Qīnggē;Previous Generation Cāng Qióng Mountain Sect Peak Lords,,Curses;Amnesia;Misunderstandings;Everyone thinking that they connected the dots,1754,2022.12.06,06 Dec 2022,1/1,17,666,133,3108,0,Complete
43434790,https://archiveofourown.org/works/43434790,Truths Revealed to The World (RW),M0onb0w,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon),English,Creator Chose Not To Use Archive Warnings;No Archive Warnings Apply,General Audiences,F/F;F/M;Gen;M/M;Multi;Other,Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé;Original Yuè Qīngyuán;Original Liǔ Qīnggē;Original Shàng Qīnghuá;Original Mòběi-jūn;Original Liǔ Míngyān;Original Níng Yīngyīng;Original Míng Fān (Scum Villain);Original Shā Huálíng;Original Xiǎo Gōngzhǔ | Little Palace Mistress;Original Qiū Hǎitáng;Original Mù Qīngfāng;Original Cāng Qióng Mountain Sect Peak Lords | PIDW Cāng Qióng Mountain Sect Peak Lords;Qí Qīngqī;Cāng Qióng Mountain Sect Peak Lords;The Scum Villain's Self-Saving System Ensemble,Original Luò Bīnghé/Original Shěn Qīngqiū;Original Shěn Qīngqiū & Everyone;Original Shěn Qīngqiū & Yuè Qīngyuán;Shàng Qīnghuá & Original Shěn Qīngqiū;Original Shàng Qīnghuá & Original Shěn Qīngqiū;Other Relationship Tags to Be Added,Reaction;Characters React To The Show;Parental Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū Needs a Hug;Shěn Jiǔ | Original Shěn Qīngqiū Centered;why is that not a tag???;Shěn Jiǔ | Original Shěn Qīngqiū Whump;Angst;Fluff;Fluff and Angst;Angst with a Happy Ending;Hurt/Comfort;Emotional Hurt/Comfort;alternative universe;Self-Harm;Self-Hatred;Self-Esteem Issues;This fic seems very sad because of THESE TAGS MAN;body image issues;Nightmares;Kissing;Comfort;This was made because i believe shen jiu deserved better;Misunderstandings;Self-Indulgent;tbh;sort of canon compliant;more not though;Not Canon Compliant;I add in A LOT;Other Additional Tags to Be Added;Other Ships Not Mentioned in Tags;Summary Will Change!!,852,2022.12.05,05 Dec 2022,1/?,4,159,33,2458,0,Incomplete
43430698,https://archiveofourown.org/works/43430698,For what it's worth,Aurora077,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,Multi,Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū;Yuè Qīngyuán,Shěn Jiǔ | Original Shěn Qīngqiū/Happiness;Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū,Angst;Hurt;Shen Yuan acts on his prejudices;But he might learn.. maybe too late;we shall see how it goes;Shen Jiu will have happiness and contentment;Eventual Happy Ending;For shen jiu at least idk bout everyone else yet;References to past trauma;Child Abuse;Implied/Referenced Child Abuse,4104,2022.12.05,06 Feb 2023,2/?,15,150,34,2006,0,Incomplete
43392687,https://archiveofourown.org/works/43392687,Little Hellhole,sillymummy,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,General Audiences,Gen,Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū's Family,Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū,Original Shěn Qīngqiū and Shěn Yuán | Shěn Qīngqiū are Not the Same Person;Implied/Referenced Child Abuse;Shen Brothers,308,2022.12.03,03 Dec 2022,1/1,2,79,7,745,0,Complete
43414239,https://archiveofourown.org/works/43414239,forge ahead,AMereDream,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,F/M;M/M;Multi,Shěn Yuán | Shěn Qīngqiū;Sū Xīyán;Tiānláng-jūn;Zhúzhī-láng;Shàng Qīnghuá,Shěn Yuán | Shěn Qīngqiū/Sū Xīyán/Tiānláng-jūn,Established Sū Xīyán/Tiānláng-jūn;Polyamory;Pre-Canon;Time Travel;Fluff and Angst;Getting Together;sqh does not appear in person but he's there in spirit;Wandering Storyteller Shěn Yuán | Shěn Qīngqiū,7037,2022.12.04,04 Dec 2022,1/1,42,1252,316,5453,4,Complete
43396801,https://archiveofourown.org/works/43396801,I Am Not A Sage,thetrickisnotminding,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Not Rated,No category,Shàng Qīnghuá;Luò Bīnghé;Original Female Character(s);Cāng Qióng Mountain Sect Peak Lords;Níng Yīngyīng;Mòběi-jūn;Liǔ Qīnggē;Tiānláng-jūn,Shàng Qīnghuá & Original Female Character(s);Luò Bīnghé & Original Female Character(s);Luò Bīnghé & Shàng Qīnghuá;Mòběi-jūn/Shàng Qīnghuá;Liǔ Qīnggē & Luò Bīnghé,Alternate Universe - Canon Divergence;White Lotus Luò Bīnghé;POV Alternating;It's All Shàng Qīnghuá's Fault;For Want of a Nail;POV Shàng Qīnghuá;POV Luò Bīnghé;Hunting,19567,2022.12.03,24 May 2023,37/37,350,425,90,8544,0,Complete
43419039,https://archiveofourown.org/works/43419039,some little nothings,tagteamme,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Plot What Plot/Porn Without Plot;Semi-Public Sex;Post-Canon;Hair-pulling;Wife calling;Coming Untouched;so on so forth;oh yeah and;Fingers in Mouth,6986,2022.12.05,05 Dec 2022,1/1,154,2360,405,14763,0,Complete
43402512,https://archiveofourown.org/works/43402512,Haven't met you yet,rinsled05,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē;Shàng Qīnghuá;Mòběi-jūn,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,Alternate Universe - Soulmates;Romantic Soulmates;Boys In Love;Romance;Falling In Love;Pining;Short One Shot,2005,2022.12.04,04 Dec 2022,1/1,15,434,63,1947,0,Complete
43373319,https://archiveofourown.org/works/43373319,Liquid warmth (Scumcumweek2022 Day 6 - Shizun AU),Seru_doesthings,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū,Original Shěn Qīngqiū/Shěn Yuán | Shěn Qīngqiū,#Scumcumweek2022;Disciple Shěn Yuán | Shěn Qīngqiū;Tsundere Original Shěn Qīngqiū;Domestic Fluff;One shot of an AU;please bear with me I wrote this in a shencest haze;this is very much self-indulgent;Yuanjiu;no beta we die like OG SQQ in PIDW;Transmigrator Shěn Yuán | Shěn Qīngqiū,1518,2022.12.02,02 Dec 2022,1/1,14,428,68,2788,1,Complete
43361193,https://archiveofourown.org/works/43361193,wisteria,magspie,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death,Mature,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Dubious Consent;Mildest of Implications of Necrophilia;Non-Explicit Sex;Horror,1505,2022.12.01,01 Dec 2022,1/1,10,41,2,578,1,Complete
43378386,https://archiveofourown.org/works/43378386,cǎo zhǎng yīng fēi,HiroshiSensei,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Mòběi-jūn;Shàng Qīnghuá,Mòběi-jūn/Shàng Qīnghuá,Established Relationship;Alternate Universe - Modern Setting;Healthy Relationships;Fluff and Smut;Dirty Talk;Anal Sex;Spanking;Light BDSM;Writer Shàng Qīnghuá;Mòběi-jūn Loves Shàng Qīnghuá;Not Beta Read,2256,2022.12.02,02 Dec 2022,1/1,2,118,7,1735,0,Complete
43358520,https://archiveofourown.org/works/43358520,Know Yourself,Gellika,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,,Liǔ Qīnggē/Shàng Qīnghuá;Shàng Qīnghuá/Original Shěn Qīngqiū;Shàng Qīnghuá/Yuè Qīngyuán;Original Shěn Qīngqiū/Yuè Qīngyuán;Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Polyamory;Romance;Humor;Hurt/Comfort,10194,2022.12.01,14 Feb 2023,6/25,13,118,21,2737,0,Incomplete
43386679,https://archiveofourown.org/works/43386679,A Gift From the Modern Era,starsmayaxplode,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá;Liǔ Qīnggē,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū,Crack;Fluff;a bit of monster killing;system shenanigans;Post-Canon;Established Relationship;Angst;for like 30 seconds;No beta we die like SQQ;no gun laws in xianxia novels,7302,2022.12.03,03 Dec 2022,1/1,7,311,40,1746,0,Complete
43337952,https://archiveofourown.org/works/43337952,A Cozy Morning,mxtxfanatic (Adaarling),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Domestic Fluff;Fluff and Smut;Post-Canon;Rimming,1713,2022.11.30,29 Nov 2022,1/1,24,344,37,2481,0,Complete
43349971,https://archiveofourown.org/works/43349971,Giving Up Control,Truly_Morgan,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shàng Qīnghuá;Mòběi-jūn,Mòběi-jūn/Shàng Qīnghuá,Kinktober 2022;Mind Control;Consensual Mind Control;Inner Dialogue;Out of Body Experiences;kind of;Inappropriate Use of Heavenly Demon Blood Parasites (Scum Villain);Bottom Shàng Qīnghuá;Top Mòběi-jūn,1135,2022.12.01,01 Dec 2022,1/1,8,215,14,1901,0,Complete
